sequence_index,anomaly_score,max_severity_score,max_severity_level,avg_severity_score,critical_count,high_count,medium_count,low_count,priority,sample_messages,risk_score,risk_level,log_count,log_levels
457,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,22,binding parameter [1] as [TIMESTAMP] - [2025-02-28T08:45:57.544885091] | binding parameter [1] as [TIMESTAMP] - [2025-02-28T08:47:22.579088724] | binding parameter [1] as [TIMESTAMP] - [2025-02-28T08:48:47.614102935],41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46068,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,258, | binding parameter [2] as [VARCHAR] - [manager] | extracted value ([group_cd2_3_] : [VARCHAR]) - [SYS_CD],41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46069,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,259,binding parameter [2] as [VARCHAR] - [manager] | extracted value ([group_cd2_3_] : [VARCHAR]) - [SYS_CD] | binding parameter [1] as [VARCHAR] - [MENU_TYPE_CD],41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46070,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,260,"extracted value ([group_cd2_3_] : [VARCHAR]) - [SYS_CD] | binding parameter [1] as [VARCHAR] - [MENU_TYPE_CD] | Decode done, empty stack: true",41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46071,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,261,"binding parameter [1] as [VARCHAR] - [MENU_TYPE_CD] | Decode done, empty stack: true | Config resolved to [AwsEndpoint{ serviceUrl='http://192.168.0.54:9102/eureka/', region='us-east-1', zone='defaultZone'}]",41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46072,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,262,"Decode done, empty stack: true | Config resolved to [AwsEndpoint{ serviceUrl='http://192.168.0.54:9102/eureka/', region='us-east-1', zone='defaultZone'}] | ",41.86573618270395,MEDIUM,15,"DEBUG, INFO"
46073,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,263,"Config resolved to [AwsEndpoint{ serviceUrl='http://192.168.0.54:9102/eureka/', region='us-east-1', zone='defaultZone'}] |  | Pinning to endpoint null",41.86573618270395,MEDIUM,15,"DEBUG, INFO"
46074,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,264, | Pinning to endpoint null | DiscoveryClient_MANAGER/develop-server:manager:9003 - registration status: 204,41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46075,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,265,Pinning to endpoint null | DiscoveryClient_MANAGER/develop-server:manager:9003 - registration status: 204 | -Djava.net.preferIPv6Addresses: false,41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46076,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,266,DiscoveryClient_MANAGER/develop-server:manager:9003 - registration status: 204 | -Djava.net.preferIPv6Addresses: false | Adding type registration double -> org.hibernate.type.DoubleType@6fd77352,41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46066,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,272,extracted value ([group_cd2_3_] : [VARCHAR]) - [SYS_CD] | binding parameter [1] as [VARCHAR] - [MENU_TYPE_CD] | ,41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
46067,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,286,binding parameter [1] as [VARCHAR] - [MENU_TYPE_CD] |  | binding parameter [2] as [VARCHAR] - [manager],41.86573618270395,MEDIUM,15,"TRACE, DEBUG, INFO"
