sequence_index,anomaly_score,max_severity_score,max_severity_level,avg_severity_score,critical_count,high_count,medium_count,low_count,priority,sample_messages,risk_score,risk_level,log_count,log_levels
87379,1.6770706051275155,8,HIGH,0.6666666666666666,0,1,0,2,1,==> Parameters: 1(String) | <==      Total: 0 | 🛰️ Accept-Language: en,33.15605907691273,LOW,15,"DEBUG, INFO, ERROR"
87382,1.2489973439001743,8,HIGH,0.6,0,1,0,1,2,==> Parameters: 1(String) | The total number of all instances in the client now is 7 | Got delta update with apps hashcode UP_7_,26.734960158502613,LOW,15,"TRACE, DEBUG, INFO, ERROR"
87378,1.6770706051275155,8,HIGH,0.6666666666666666,0,1,0,2,3,binding parameter [1] as [TIMESTAMP] - [2025-07-04T15:22:47.905516945] | ==> Parameters: 1(String) | <==      Total: 0,33.15605907691273,LOW,15,"TRACE, DEBUG, INFO, ERROR"
87380,1.2489973439001743,8,HIGH,0.6666666666666666,0,1,0,2,4,<==      Total: 0 | 🛰️ Accept-Language: en | ==> Parameters: 1(String),26.734960158502613,LOW,15,"DEBUG, INFO, ERROR"
87381,1.2489973439001743,8,HIGH,0.6666666666666666,0,1,0,2,5,🛰️ Accept-Language: en | ==> Parameters: 1(String) | The total number of all instances in the client now is 7,26.734960158502613,LOW,15,"DEBUG, INFO, ERROR"
87377,1.6770706051275155,8,HIGH,0.6666666666666666,0,1,0,2,6,<==      Total: 150 | binding parameter [1] as [TIMESTAMP] - [2025-07-04T15:22:47.905516945] | ==> Parameters: 1(String),33.15605907691273,LOW,15,"TRACE, DEBUG, INFO, ERROR"
28959,1.2869403238710182,1,LOW,0.26666666666666666,0,0,0,4,9,"[channel=0x3086d48a, /192.168.0.54:54904 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Received: 4 bytes, 1 commands in the stack | extracted value ([col_4_0_] : [BIGINT]) - [3] | extracted value ([col_0_0_] : [VARCHAR]) - [UP_EDU_SUPPORT]",20.304104858065273,LOW,15,"TRACE, DEBUG"
28960,1.4002027424166419,1,LOW,0.3333333333333333,0,0,0,5,10,extracted value ([col_4_0_] : [BIGINT]) - [3] | extracted value ([col_0_0_] : [VARCHAR]) - [UP_EDU_SUPPORT] | Converted value on extraction: 301 -> kr.re.bbp.code.CodeValue@c7e9,22.003041136249628,LOW,15,"TRACE, DEBUG"
28967,1.5134651609622658,1,LOW,0.4,0,0,0,6,11,Converted value on extraction: 303 -> kr.re.bbp.code.CodeValue@c7eb | Converted value on extraction: 304 -> kr.re.bbp.code.CodeValue@c7ec | Converted value on extraction: 306 -> kr.re.bbp.code.CodeValue@c7ee,23.701977414433987,LOW,15,DEBUG
28962,1.6267275795078895,1,LOW,0.4666666666666667,0,0,0,7,12,Converted value on extraction: 301 -> kr.re.bbp.code.CodeValue@c7e9 | Converted value on extraction: 314 -> kr.re.bbp.code.CodeValue@c80b | Converted value on extraction: 307 -> kr.re.bbp.code.CodeValue@c7ef,25.400913692618342,LOW,15,DEBUG
28963,1.6267275795078895,1,LOW,0.4666666666666667,0,0,0,7,13,Converted value on extraction: 314 -> kr.re.bbp.code.CodeValue@c80b | Converted value on extraction: 307 -> kr.re.bbp.code.CodeValue@c7ef | Converted value on extraction: 317 -> kr.re.bbp.code.CodeValue@c80e,25.400913692618342,LOW,15,DEBUG
28964,1.6267275795078895,1,LOW,0.4666666666666667,0,0,0,7,14,Converted value on extraction: 307 -> kr.re.bbp.code.CodeValue@c7ef | Converted value on extraction: 317 -> kr.re.bbp.code.CodeValue@c80e | Converted value on extraction: 305 -> kr.re.bbp.code.CodeValue@c7ed,25.400913692618342,LOW,15,DEBUG
28965,1.6267275795078895,1,LOW,0.4,0,0,0,6,15,Converted value on extraction: 317 -> kr.re.bbp.code.CodeValue@c80e | Converted value on extraction: 305 -> kr.re.bbp.code.CodeValue@c7ed | Converted value on extraction: 303 -> kr.re.bbp.code.CodeValue@c7eb,25.400913692618342,LOW,15,DEBUG
28795,1.2691349658813733,1,LOW,0.26666666666666666,0,0,0,4,18,Converted value on extraction: 302 -> kr.re.bbp.code.CodeValue@c7ea | Converted value on extraction: 318 -> kr.re.bbp.code.CodeValue@c80f | Converted value on extraction: 320 -> kr.re.bbp.code.CodeValue@c826,20.0370244882206,LOW,15,"TRACE, DEBUG"
28966,1.6267275795078895,1,LOW,0.4,0,0,0,6,19,Converted value on extraction: 305 -> kr.re.bbp.code.CodeValue@c7ed | Converted value on extraction: 303 -> kr.re.bbp.code.CodeValue@c7eb | Converted value on extraction: 304 -> kr.re.bbp.code.CodeValue@c7ec,25.400913692618342,LOW,15,DEBUG
28794,1.382397384426997,1,LOW,0.26666666666666666,0,0,0,4,20,Converted value on extraction: 305 -> kr.re.bbp.code.CodeValue@c7ed | Converted value on extraction: 302 -> kr.re.bbp.code.CodeValue@c7ea | Converted value on extraction: 318 -> kr.re.bbp.code.CodeValue@c80f,21.735960766404954,LOW,15,"TRACE, DEBUG"
28961,1.5134651609622658,1,LOW,0.4,0,0,0,6,21,extracted value ([col_0_0_] : [VARCHAR]) - [UP_EDU_SUPPORT] | Converted value on extraction: 301 -> kr.re.bbp.code.CodeValue@c7e9 | Converted value on extraction: 314 -> kr.re.bbp.code.CodeValue@c80b,23.701977414433987,LOW,15,"TRACE, DEBUG"
28792,1.6089222215182446,1,LOW,0.26666666666666666,0,0,0,4,23,Converted value on extraction: 309 -> kr.re.bbp.code.CodeValue@c7f1 | Converted value on extraction: 307 -> kr.re.bbp.code.CodeValue@c7ef | Converted value on extraction: 305 -> kr.re.bbp.code.CodeValue@c7ed,25.13383332277367,LOW,15,"TRACE, DEBUG"
28968,1.4002027424166419,1,LOW,0.3333333333333333,0,0,0,5,24,Converted value on extraction: 304 -> kr.re.bbp.code.CodeValue@c7ec | Converted value on extraction: 306 -> kr.re.bbp.code.CodeValue@c7ee | Converted value on extraction: 316 -> kr.re.bbp.code.CodeValue@c80d,22.003041136249628,LOW,15,"TRACE, DEBUG"
28969,1.2869403238710182,1,LOW,0.3333333333333333,0,0,0,5,25,Converted value on extraction: 306 -> kr.re.bbp.code.CodeValue@c7ee | Converted value on extraction: 316 -> kr.re.bbp.code.CodeValue@c80d | Converted value on extraction: 310 -> kr.re.bbp.code.CodeValue@c807,20.304104858065273,LOW,15,"TRACE, DEBUG"
86915,1.2696890941745536,1,LOW,0.13333333333333333,0,0,0,2,29,"SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@805800b] was not registered for synchronization because synchronization is not active | SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2aefd8cb] was not registered for synchronization because synchronization is not active | ==> Parameters: 1(String), null, (String)",20.045336412618305,LOW,15,"TRACE, DEBUG, INFO"
86914,1.2696890941745536,1,LOW,0.13333333333333333,0,0,0,2,30,Committing JDBC Connection [HikariProxyConnection@2071324061 wrapping org.postgresql.jdbc.PgConnection@43f0b44a] | SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@805800b] was not registered for synchronization because synchronization is not active | SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2aefd8cb] was not registered for synchronization because synchronization is not active,20.045336412618305,LOW,15,"TRACE, DEBUG, INFO"
86913,1.2696890941745536,1,LOW,0.06666666666666667,0,0,0,1,31,Creating a new SqlSession | Committing JDBC Connection [HikariProxyConnection@2071324061 wrapping org.postgresql.jdbc.PgConnection@43f0b44a] | SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@805800b] was not registered for synchronization because synchronization is not active,20.045336412618305,LOW,15,"TRACE, DEBUG, INFO"
86912,1.2696890941745536,1,LOW,0.06666666666666667,0,0,0,1,32,Creating a new SqlSession | Creating a new SqlSession | Committing JDBC Connection [HikariProxyConnection@2071324061 wrapping org.postgresql.jdbc.PgConnection@43f0b44a],20.045336412618305,LOW,15,"TRACE, DEBUG, INFO"
86911,1.2696890941745536,1,LOW,0.06666666666666667,0,0,0,1,33,Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@7cafb273] | Creating a new SqlSession | Creating a new SqlSession,20.045336412618305,LOW,15,"TRACE, DEBUG, INFO"
28793,1.495659802972621,1,LOW,0.3333333333333333,0,0,0,5,37,Converted value on extraction: 307 -> kr.re.bbp.code.CodeValue@c7ef | Converted value on extraction: 305 -> kr.re.bbp.code.CodeValue@c7ed | Converted value on extraction: 302 -> kr.re.bbp.code.CodeValue@c7ea,23.434897044589313,LOW,15,"TRACE, DEBUG"
28789,1.6267275795078895,1,LOW,0.26666666666666666,0,0,0,4,38,Converted value on extraction: 311 -> kr.re.bbp.code.CodeValue@c808 | Converted value on extraction: 304 -> kr.re.bbp.code.CodeValue@c7ec | Converted value on extraction: 313 -> kr.re.bbp.code.CodeValue@c80a,25.400913692618342,LOW,15,DEBUG
28791,1.6089222215182446,1,LOW,0.26666666666666666,0,0,0,4,39,Converted value on extraction: 313 -> kr.re.bbp.code.CodeValue@c80a | Converted value on extraction: 309 -> kr.re.bbp.code.CodeValue@c7f1 | Converted value on extraction: 307 -> kr.re.bbp.code.CodeValue@c7ef,25.13383332277367,LOW,15,"TRACE, DEBUG"
