sequence_index,anomaly_score,max_severity_score,max_severity_level,avg_severity_score,critical_count,high_count,medium_count,low_count,priority,sample_messages,risk_score,risk_level,log_count,log_levels
59342,1.4515030213843831,0,INFO,0.0,0,0,0,0,798,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.060120855375324,MEDIUM,15,"TRACE, DEBUG"
59343,1.4515030213843831,0,INFO,0.0,0,0,0,0,799,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.060120855375324,MEDIUM,15,"TRACE, DEBUG"
59344,1.3494848314197494,0,INFO,0.0,0,0,0,0,800,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,53.979393256789976,MEDIUM,15,"TRACE, DEBUG"
59345,1.2474666414551159,0,INFO,0.0,0,0,0,0,801,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,49.898665658204635,MEDIUM,15,"TRACE, DEBUG"
59347,1.0434302615258484,0,INFO,0.0,0,0,0,0,802,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,41.73721046103394,MEDIUM,15,"TRACE, DEBUG"
59337,1.4580641507930379,0,INFO,0.0,0,0,0,0,803,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.322566031721514,MEDIUM,15,DEBUG
59338,1.4580641507930379,0,INFO,0.0,0,0,0,0,811,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.322566031721514,MEDIUM,15,DEBUG
59336,1.4580641507930379,0,INFO,0.0,0,0,0,0,812,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.322566031721514,MEDIUM,15,DEBUG
59305,1.4572440180573152,0,INFO,0.0,0,0,0,0,813,"Decode done, empty stack: true | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8",58.289760722292606,MEDIUM,15,DEBUG
59314,1.4394386600676705,0,INFO,0.0,0,0,0,0,822,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,57.57754640270682,MEDIUM,15,"TRACE, DEBUG"
59335,1.3560459608284043,0,INFO,0.0,0,0,0,0,823,"[channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() done | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275",54.241838433136174,MEDIUM,15,DEBUG
59315,1.3374204701030366,0,INFO,0.0,0,0,0,0,824,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,53.49681880412146,MEDIUM,15,"TRACE, DEBUG"
59316,1.2241580515574129,0,INFO,0.0,0,0,0,0,825,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,48.96632206229651,MEDIUM,15,"TRACE, DEBUG"
59317,1.1221398615927793,0,INFO,0.0,0,0,0,0,826,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,44.88559446371117,MEDIUM,15,"TRACE, DEBUG"
59318,1.0201216716281454,0,INFO,0.0,0,0,0,0,827,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,40.80486686512582,MEDIUM,15,"TRACE, DEBUG"
59334,1.2540277708637706,0,INFO,0.0,0,0,0,0,830," | [channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() done | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275",50.161110834550826,MEDIUM,15,DEBUG
58437,1.0088774430471554,0,INFO,0.0,0,0,0,0,833,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,40.35509772188622,MEDIUM,15,"TRACE, DEBUG"
57177,1.0426101287901257,0,INFO,0.0,0,0,0,0,863,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,41.70440515160503,MEDIUM,15,"TRACE, DEBUG"
57173,1.495659802972621,0,INFO,0.0,0,0,0,0,867,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,59.826392118904835,MEDIUM,15,"TRACE, DEBUG"
57174,1.382397384426997,0,INFO,0.0,0,0,0,0,868,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,55.29589537707988,MEDIUM,15,"TRACE, DEBUG"
57175,1.2691349658813733,0,INFO,0.0,0,0,0,0,869,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,50.76539863525493,MEDIUM,15,"TRACE, DEBUG"
57176,1.1558725473357496,0,INFO,0.0,0,0,0,0,870,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,46.234901893429985,MEDIUM,15,"TRACE, DEBUG"
58436,1.1221398615927793,0,INFO,0.0,0,0,0,0,873,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,44.88559446371117,MEDIUM,15,"TRACE, DEBUG"
58196,1.0201216716281454,0,INFO,0.0,0,0,0,0,883,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,40.80486686512582,MEDIUM,15,"TRACE, DEBUG"
58433,1.4394386600676705,0,INFO,0.0,0,0,0,0,888,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,57.57754640270682,MEDIUM,15,"TRACE, DEBUG"
58434,1.3374204701030366,0,INFO,0.0,0,0,0,0,889,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,53.49681880412146,MEDIUM,15,"TRACE, DEBUG"
58435,1.235402280138403,0,INFO,0.0,0,0,0,0,890,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,49.41609120553612,MEDIUM,15,"TRACE, DEBUG"
58195,1.133384090173769,0,INFO,0.0,0,0,0,0,892,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,45.335363606950764,MEDIUM,15,"TRACE, DEBUG"
58181,1.4010228751523648,0,INFO,0.0,0,0,0,0,898,"[channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Stack contains: 1 commands | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275",56.04091500609459,MEDIUM,15,DEBUG
58194,1.235402280138403,0,INFO,0.0,0,0,0,0,903,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,49.41609120553612,MEDIUM,15,"TRACE, DEBUG"
58192,1.4394386600676705,0,INFO,0.0,0,0,0,0,909,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,57.57754640270682,MEDIUM,15,"TRACE, DEBUG"
58193,1.3374204701030366,0,INFO,0.0,0,0,0,0,910,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,53.49681880412146,MEDIUM,15,"TRACE, DEBUG"
60187,1.4917968365360084,0,INFO,0.0,0,0,0,0,964,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429,59.671873461440335,MEDIUM,15,DEBUG
60188,1.4917968365360084,0,INFO,0.0,0,0,0,0,965,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429 | Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429,59.671873461440335,MEDIUM,15,DEBUG
60189,1.4917968365360081,0,INFO,0.0,0,0,0,0,966,Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429 | Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429 | Converted value on extraction: 203 -> kr.re.bbp.code.CodeValue@c42a,59.67187346144033,MEDIUM,15,DEBUG
60190,1.4739914785463633,0,INFO,0.0,0,0,0,0,967,Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429 | Converted value on extraction: 203 -> kr.re.bbp.code.CodeValue@c42a | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.95965914185453,MEDIUM,15,DEBUG
60191,1.462747249965373,0,INFO,0.0,0,0,0,0,968,Converted value on extraction: 203 -> kr.re.bbp.code.CodeValue@c42a | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.50988999861492,MEDIUM,15,DEBUG
60192,1.4515030213843831,0,INFO,0.0,0,0,0,0,969,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.060120855375324,MEDIUM,15,DEBUG
60193,1.4515030213843831,0,INFO,0.0,0,0,0,0,970,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.060120855375324,MEDIUM,15,DEBUG
60145,1.024804770800481,0,INFO,0.0,0,0,0,0,974,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,40.99219083201924,MEDIUM,15,"TRACE, DEBUG"
60141,1.4778544449829762,0,INFO,0.0,0,0,0,0,978,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,59.11417779931905,MEDIUM,15,"TRACE, DEBUG"
60142,1.3645920264373521,0,INFO,0.0,0,0,0,0,979,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,54.58368105749408,MEDIUM,15,"TRACE, DEBUG"
60143,1.2513296078917284,0,INFO,0.0,0,0,0,0,980,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,50.053184315669135,MEDIUM,15,"TRACE, DEBUG"
60144,1.1380671893461047,0,INFO,0.0,0,0,0,0,981,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,45.52268757384419,MEDIUM,15,"TRACE, DEBUG"
60174,1.4917968365360081,0,INFO,0.0,0,0,0,0,983,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.67187346144033,MEDIUM,15,DEBUG
60170,1.480552607955018,0,INFO,0.0,0,0,0,0,987,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.22210431820072,MEDIUM,15,DEBUG
60171,1.480552607955018,0,INFO,0.0,0,0,0,0,988,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.22210431820072,MEDIUM,15,DEBUG
60172,1.4917968365360081,0,INFO,0.0,0,0,0,0,989,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.67187346144033,MEDIUM,15,DEBUG
60173,1.4917968365360081,0,INFO,0.0,0,0,0,0,990,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.67187346144033,MEDIUM,15,DEBUG
59628,1.466610216401986,0,INFO,0.0,0,0,0,0,995,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,58.664408656079445,MEDIUM,15,"TRACE, DEBUG"
59629,1.353347797856362,0,INFO,0.0,0,0,0,0,996,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,54.133911914254476,MEDIUM,15,"TRACE, DEBUG"
59630,1.2513296078917284,0,INFO,0.0,0,0,0,0,997,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,50.053184315669135,MEDIUM,15,"TRACE, DEBUG"
59631,1.1380671893461047,0,INFO,0.0,0,0,0,0,998,Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,45.52268757384419,MEDIUM,15,"TRACE, DEBUG"
59632,1.0248047708004808,0,INFO,0.0,0,0,0,0,999,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8 | Converted value on extraction: C   -> kr.re.bbp.code.CodeValue@101f8,40.99219083201923,MEDIUM,15,"TRACE, DEBUG"
59781,1.480552607955018,0,INFO,0.0,0,0,0,0,1004,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.22210431820072,MEDIUM,15,DEBUG
59782,1.4917968365360081,0,INFO,0.0,0,0,0,0,1005,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.67187346144033,MEDIUM,15,DEBUG
59783,1.4917968365360081,0,INFO,0.0,0,0,0,0,1006,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.67187346144033,MEDIUM,15,DEBUG
59810,1.0368691321171937,0,INFO,0.0,0,0,0,0,1043,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,41.47476528468775,MEDIUM,15,"TRACE, DEBUG"
59809,1.1388873220818272,0,INFO,0.0,0,0,0,0,1052,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,45.55549288327309,MEDIUM,15,"TRACE, DEBUG"
59799,1.4917968365360081,0,INFO,0.0,0,0,0,0,1054,Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429,59.67187346144033,MEDIUM,15,DEBUG
59800,1.480552607955018,0,INFO,0.0,0,0,0,0,1062,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,59.22210431820072,MEDIUM,15,DEBUG
59808,1.240905512046461,0,INFO,0.0,0,0,0,0,1063,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,49.63622048185844,MEDIUM,15,"TRACE, DEBUG"
59801,1.462747249965373,0,INFO,0.0,0,0,0,0,1064,Converted value on extraction: 202 -> kr.re.bbp.code.CodeValue@c429 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,58.50988999861492,MEDIUM,15,"TRACE, DEBUG"
59802,1.4449418919757282,0,INFO,0.0,0,0,0,0,1065,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,57.797675679029126,MEDIUM,15,"TRACE, DEBUG"
59803,1.4449418919757282,0,INFO,0.0,0,0,0,0,1066,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,57.797675679029126,MEDIUM,15,"TRACE, DEBUG"
59804,1.4449418919757282,0,INFO,0.0,0,0,0,0,1067,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,57.797675679029126,MEDIUM,15,"TRACE, DEBUG"
59805,1.4449418919757282,0,INFO,0.0,0,0,0,0,1068,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,57.797675679029126,MEDIUM,15,"TRACE, DEBUG"
59806,1.4449418919757282,0,INFO,0.0,0,0,0,0,1069,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,57.797675679029126,MEDIUM,15,"TRACE, DEBUG"
59807,1.3429237020110947,0,INFO,0.0,0,0,0,0,1070,Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275 | Converted value on extraction: null -> kr.re.bbp.code.CodeValue@275,53.716948080443785,MEDIUM,15,"TRACE, DEBUG"
91102,1.016113609556257,0,INFO,0.0,0,0,0,0,1082,"[channel=0xa4dd9102, /192.168.0.54:34110 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Stack contains: 2 commands | Decode done, empty stack: true | [channel=0xa4dd9102, /192.168.0.54:34110 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Received: 358 bytes, 2 commands in the stack",40.64454438225028,MEDIUM,15,DEBUG
77732,1.38257159316509,0,INFO,0.0,0,0,0,0,1113,Converted value on extraction: null -> null | Converted value on extraction: null -> null | Converted value on extraction: null -> null,55.3028637266036,MEDIUM,15,"TRACE, DEBUG"
81756,1.0426101287901257,0,INFO,0.0,0,0,0,0,1174,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,41.70440515160503,MEDIUM,15,"TRACE, DEBUG"
81752,1.495659802972621,0,INFO,0.0,0,0,0,0,1178,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,59.826392118904835,MEDIUM,15,"TRACE, DEBUG"
81753,1.382397384426997,0,INFO,0.0,0,0,0,0,1179,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,55.29589537707988,MEDIUM,15,"TRACE, DEBUG"
81754,1.2691349658813733,0,INFO,0.0,0,0,0,0,1180,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,50.76539863525493,MEDIUM,15,"TRACE, DEBUG"
81755,1.1558725473357496,0,INFO,0.0,0,0,0,0,1181,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,46.234901893429985,MEDIUM,15,"TRACE, DEBUG"
97716,1.495659802972621,0,INFO,0.0,0,0,0,0,1245,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,59.826392118904835,MEDIUM,15,"TRACE, DEBUG"
97717,1.382397384426997,0,INFO,0.0,0,0,0,0,1246,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,55.29589537707988,MEDIUM,15,"TRACE, DEBUG"
97718,1.2691349658813733,0,INFO,0.0,0,0,0,0,1247,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,50.76539863525493,MEDIUM,15,"TRACE, DEBUG"
97719,1.1558725473357496,0,INFO,0.0,0,0,0,0,1248,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,46.234901893429985,MEDIUM,15,"TRACE, DEBUG"
97720,1.0426101287901257,0,INFO,0.0,0,0,0,0,1249,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,41.70440515160503,MEDIUM,15,"TRACE, DEBUG"
97701,1.0604154867797706,0,INFO,0.0,0,0,0,0,1262," | The total number of instances fetched by the delta processor : 0 | [channel=0xbf4318b8, /192.168.0.54:41470 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Received: 5 bytes, 1 commands in the stack",42.41661947119083,MEDIUM,15,DEBUG
97611,1.495659802972621,0,INFO,0.0,0,0,0,0,1265,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,59.826392118904835,MEDIUM,15,DEBUG
97612,1.382397384426997,0,INFO,0.0,0,0,0,0,1266,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,55.29589537707988,MEDIUM,15,"TRACE, DEBUG"
97613,1.2691349658813733,0,INFO,0.0,0,0,0,0,1267,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,50.76539863525493,MEDIUM,15,"TRACE, DEBUG"
97614,1.1558725473357496,0,INFO,0.0,0,0,0,0,1268,Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222 | Converted value on extraction: manager -> kr.re.bbp.code.CodeValue@31c91222,46.234901893429985,MEDIUM,15,"TRACE, DEBUG"
