y_true,y_pred,anomaly_score
0,1.0,0.7434017658233643
0,1.0,0.7488991022109985
0,1.0,0.7520159482955933
0,1.0,0.7520159482955933
0,1.0,0.7520159482955933
0,1.0,0.957203209400177
0,1.0,0.957203209400177
0,1.0,0.957203209400177
0,1.0,0.9634283781051636
0,1.0,0.9634283781051636
0,1.0,0.9634283781051636
0,1.0,0.9634283781051636
0,1.0,0.9634283781051636
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9999088048934937
0,1.0,0.9958271384239197
0,1.0,0.9958271384239197
0,1.0,0.9958271384239197
0,1.0,0.9958271384239197
0,1.0,0.9958271384239197
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.99981689453125
0,1.0,0.8845316767692566
0,1.0,0.8834273815155029
0,1.0,0.8834273815155029
0,1.0,0.9580804109573364
0,1.0,0.9665327668190002
0,1.0,0.9665327668190002
0,1.0,0.9665327668190002
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999984502792358
0,1.0,0.9999616146087646
0,1.0,0.9999616146087646
0,1.0,0.9999616146087646
0,1.0,0.9969226717948914
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9998024702072144
0,1.0,0.9869187474250793
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.9966346621513367
0,1.0,0.8148449063301086
0,1.0,0.8092960715293884
0,1.0,0.7885736227035522
0,1.0,0.7816593050956726
0,1.0,0.7816593050956726
0,1.0,0.999851405620575
0,1.0,0.999851405620575
