sequence_index,anomaly_score,max_severity_score,max_severity_level,avg_severity_score,critical_count,high_count,medium_count,low_count,priority,risk_score,risk_level
87377,1.6770706051275155,8,HIGH,0.6666666666666666,0,1,0,2,1,33.15605907691273,LOW
87378,1.6770706051275155,8,HIGH,0.6666666666666666,0,1,0,2,2,33.15605907691273,LOW
87379,1.6770706051275155,8,HIGH,0.6666666666666666,0,1,0,2,3,150.0,CRITICAL
87380,1.2489973439001743,8,HIGH,0.6666666666666666,0,1,0,2,4,130.93984063401047,CRITICAL
87381,1.2489973439001743,8,HIGH,0.6666666666666666,0,1,0,2,5,130.93984063401047,CRITICAL
87382,1.2489973439001743,8,HIGH,0.6,0,1,0,1,6,130.93984063401047,CRITICAL
457,2.724382412180263,1,LOW,0.06666666666666667,0,0,0,1,7,41.86573618270395,MEDIUM
87372,1.4441868707835983,1,LOW,0.13333333333333333,0,0,0,2,8,22.662803061753976,LOW
87368,1.2354779628889425,1,LOW,0.2,0,0,0,3,9,19.532169443334137,INFO
87360,1.0538078170167502,1,LOW,0.13333333333333333,0,0,0,2,10,70.22846902100501,HIGH
87359,1.0538078170167502,1,LOW,0.13333333333333333,0,0,0,2,11,70.22846902100501,HIGH
87358,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,12,70.22846902100501,HIGH
87357,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,13,70.22846902100501,HIGH
87356,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,14,70.22846902100501,HIGH
87355,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,15,70.22846902100501,HIGH
68142,1.1401756884671739,1,LOW,0.06666666666666667,0,0,0,1,16,75.41054130803043,HIGH
87285,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,17,74.60919761268514,HIGH
87284,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,18,17.902299403171284,INFO
87283,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,19,17.902299403171284,INFO
87282,1.208457751723375,1,LOW,0.13333333333333333,0,0,0,2,20,19.126866275850624,INFO
87281,1.208457751723375,1,LOW,0.13333333333333333,0,0,0,2,21,19.126866275850624,INFO
87280,1.290095543235331,1,LOW,0.13333333333333333,0,0,0,2,22,20.351433148529964,LOW
87279,1.290095543235331,1,LOW,0.13333333333333333,0,0,0,2,23,20.351433148529964,LOW
87371,1.4441868707835983,1,LOW,0.13333333333333333,0,0,0,2,24,22.662803061753976,LOW
87376,1.6770706051275155,1,LOW,0.13333333333333333,0,0,0,2,25,26.156059076912733,LOW
87373,1.4441868707835983,1,LOW,0.13333333333333333,0,0,0,2,26,22.662803061753976,LOW
87374,1.6770706051275155,1,LOW,0.06666666666666667,0,0,0,1,27,26.156059076912733,LOW
87412,1.1177503022547166,1,LOW,0.13333333333333333,0,0,0,2,28,17.76625453382075,INFO
87410,1.190587042983455,1,LOW,0.2,0,0,0,3,29,18.858805644751826,INFO
87409,1.190587042983455,1,LOW,0.13333333333333333,0,0,0,2,30,18.858805644751826,INFO
87408,1.190587042983455,1,LOW,0.13333333333333333,0,0,0,2,31,18.858805644751826,INFO
87407,1.593595175212404,1,LOW,0.13333333333333333,0,0,0,2,32,24.90392762818606,LOW
87406,1.593595175212404,1,LOW,0.13333333333333333,0,0,0,2,33,24.90392762818606,LOW
87405,1.593595175212404,1,LOW,0.13333333333333333,0,0,0,2,34,24.90392762818606,LOW
87404,1.593595175212404,1,LOW,0.13333333333333333,0,0,0,2,35,24.90392762818606,LOW
87403,1.593595175212404,1,LOW,0.13333333333333333,0,0,0,2,36,24.90392762818606,LOW
87402,1.593595175212404,1,LOW,0.13333333333333333,0,0,0,2,37,24.90392762818606,LOW
87401,1.190587042983455,1,LOW,0.13333333333333333,0,0,0,2,38,18.858805644751826,INFO
87400,1.190587042983455,1,LOW,0.06666666666666667,0,0,0,1,39,18.858805644751826,INFO
87399,1.190587042983455,1,LOW,0.06666666666666667,0,0,0,1,40,18.858805644751826,INFO
87276,1.2900955432353307,1,LOW,0.13333333333333333,0,0,0,2,41,20.35143314852996,LOW
87375,1.6770706051275155,1,LOW,0.13333333333333333,0,0,0,2,42,26.156059076912733,LOW
87278,1.290095543235331,1,LOW,0.13333333333333333,0,0,0,2,43,20.351433148529964,LOW
87275,1.2900955432353307,1,LOW,0.06666666666666667,0,0,0,1,44,20.35143314852996,LOW
91294,1.1268199602114188,1,LOW,0.3333333333333333,0,0,0,5,45,17.902299403171284,INFO
87046,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,46,72.91817752914041,HIGH
68131,1.2512048328489984,1,LOW,0.06666666666666667,0,0,0,1,47,19.768072492734976,INFO
64395,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,48,67.96681657337543,HIGH
64394,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,49,67.96681657337543,HIGH
64393,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,50,67.96681657337543,HIGH
87050,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,51,72.91817752914041,HIGH
87049,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,52,72.91817752914041,HIGH
87048,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,53,72.91817752914041,HIGH
87047,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,54,72.91817752914041,HIGH
87028,1.2489973439001743,1,LOW,0.4,0,0,0,6,55,81.93984063401045,CRITICAL
87253,1.1801304514930424,1,LOW,0.13333333333333333,0,0,0,2,56,18.701956772395636,INFO
87027,1.6770706051275155,1,LOW,0.3333333333333333,0,0,0,5,57,107.62423630765093,CRITICAL
87026,1.6770706051275155,1,LOW,0.26666666666666666,0,0,0,4,58,107.62423630765093,CRITICAL
87025,1.6770706051275155,1,LOW,0.2,0,0,0,3,59,107.62423630765093,CRITICAL
87024,1.6770706051275155,1,LOW,0.13333333333333333,0,0,0,2,60,107.62423630765093,CRITICAL
87023,1.6770706051275155,1,LOW,0.06666666666666667,0,0,0,1,61,107.62423630765093,CRITICAL
87022,1.6770706051275155,1,LOW,0.06666666666666667,0,0,0,1,62,26.156059076912733,LOW
87021,1.6770706051275155,1,LOW,0.13333333333333333,0,0,0,2,63,26.156059076912733,LOW
87020,2.0417800964669612,1,LOW,0.06666666666666667,0,0,0,1,64,31.626701447004418,LOW
68132,1.1401756884671739,1,LOW,0.06666666666666667,0,0,0,1,65,18.102635327007608,INFO
87254,1.1801304514930424,1,LOW,0.13333333333333333,0,0,0,2,66,18.701956772395636,INFO
87274,1.2900955432353307,1,LOW,0.06666666666666667,0,0,0,1,67,20.35143314852996,LOW
68140,1.1615000680462897,1,LOW,0.06666666666666667,0,0,0,1,68,76.69000408277738,HIGH
87273,1.5124071162432104,1,LOW,0.06666666666666667,0,0,0,1,69,23.686106743648157,LOW
87272,1.5124071162432104,1,LOW,0.06666666666666667,0,0,0,1,70,23.686106743648157,LOW
87271,1.5124071162432104,1,LOW,0.06666666666666667,0,0,0,1,71,23.686106743648157,LOW
87270,1.5124071162432104,1,LOW,0.06666666666666667,0,0,0,1,72,23.686106743648157,LOW
87269,1.071043335018982,1,LOW,0.06666666666666667,0,0,0,1,73,17.065650025284732,INFO
87268,1.071043335018982,1,LOW,0.06666666666666667,0,0,0,1,74,17.065650025284732,INFO
87267,1.071043335018982,1,LOW,0.06666666666666667,0,0,0,1,75,17.065650025284732,INFO
68141,1.1401756884671739,1,LOW,0.06666666666666667,0,0,0,1,76,75.41054130803043,HIGH
68139,1.2034768521287622,1,LOW,0.06666666666666667,0,0,0,1,77,79.20861112772573,HIGH
87255,1.1801304514930424,1,LOW,0.13333333333333333,0,0,0,2,78,18.701956772395636,INFO
68138,1.2034768521287622,1,LOW,0.06666666666666667,0,0,0,1,79,79.20861112772573,HIGH
68137,1.2034768521287622,1,LOW,0.06666666666666667,0,0,0,1,80,79.20861112772573,HIGH
68136,1.2034768521287622,1,LOW,0.06666666666666667,0,0,0,1,81,19.052152781931433,INFO
68135,1.0291465440853498,1,LOW,0.06666666666666667,0,0,0,1,82,16.437198161280246,INFO
68134,1.0291465440853498,1,LOW,0.06666666666666667,0,0,0,1,83,16.437198161280246,INFO
68133,1.0291465440853498,1,LOW,0.06666666666666667,0,0,0,1,84,16.437198161280246,INFO
87257,1.1801304514930424,1,LOW,0.06666666666666667,0,0,0,1,85,18.701956772395636,INFO
87256,1.1801304514930424,1,LOW,0.06666666666666667,0,0,0,1,86,18.701956772395636,INFO
87413,1.1177503022547166,1,LOW,0.13333333333333333,0,0,0,2,87,17.76625453382075,INFO
87453,1.0413384109819166,1,LOW,0.06666666666666667,0,0,0,1,88,16.62007616472875,INFO
87454,1.0200140314028008,1,LOW,0.06666666666666667,0,0,0,1,89,16.300210471042014,INFO
90949,1.2711971984591794,1,LOW,0.06666666666666667,0,0,0,1,90,20.06795797688769,LOW
91016,1.4405631517362387,1,LOW,0.06666666666666667,0,0,0,1,91,93.43378910417432,CRITICAL
91015,1.1177503022547166,1,LOW,0.06666666666666667,0,0,0,1,92,74.065018135283,HIGH
90956,1.2711971984591794,1,LOW,0.06666666666666667,0,0,0,1,93,20.06795797688769,LOW
90955,1.2711971984591794,1,LOW,0.13333333333333333,0,0,0,2,94,20.06795797688769,LOW
90954,1.0665420611501408,1,LOW,0.13333333333333333,0,0,0,2,95,16.998130917252112,INFO
90952,1.2711971984591794,1,LOW,0.13333333333333333,0,0,0,2,96,20.06795797688769,LOW
90951,1.2711971984591794,1,LOW,0.13333333333333333,0,0,0,2,97,20.06795797688769,LOW
90950,1.2711971984591794,1,LOW,0.06666666666666667,0,0,0,1,98,20.06795797688769,LOW
90948,1.2711971984591794,1,LOW,0.06666666666666667,0,0,0,1,99,20.06795797688769,LOW
91018,1.4405631517362387,1,LOW,0.06666666666666667,0,0,0,1,100,93.43378910417432,CRITICAL
90947,1.2711971984591794,1,LOW,0.06666666666666667,0,0,0,1,101,20.06795797688769,LOW
90872,1.1935945423881271,1,LOW,0.13333333333333333,0,0,0,2,102,78.61567254328763,HIGH
90871,1.1935945423881271,1,LOW,0.13333333333333333,0,0,0,2,103,78.61567254328763,HIGH
90870,1.1935945423881271,1,LOW,0.13333333333333333,0,0,0,2,104,78.61567254328763,HIGH
90869,1.1935945423881271,1,LOW,0.13333333333333333,0,0,0,2,105,78.61567254328763,HIGH
90868,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,106,78.61567254328763,HIGH
90867,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,107,78.61567254328763,HIGH
90866,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,108,78.61567254328763,HIGH
91017,1.4405631517362387,1,LOW,0.06666666666666667,0,0,0,1,109,93.43378910417432,CRITICAL
91019,1.212018584807335,1,LOW,0.06666666666666667,0,0,0,1,110,79.7211150884401,HIGH
87455,1.0413384109819166,1,LOW,0.06666666666666667,0,0,0,1,111,16.62007616472875,INFO
91145,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,112,78.61567254328763,HIGH
91292,1.1268199602114188,1,LOW,0.26666666666666666,0,0,0,4,113,17.902299403171284,INFO
91291,1.1268199602114188,1,LOW,0.26666666666666666,0,0,0,4,114,74.60919761268514,HIGH
91290,1.1268199602114188,1,LOW,0.2,0,0,0,3,115,74.60919761268514,HIGH
91289,1.1268199602114188,1,LOW,0.2,0,0,0,3,116,74.60919761268514,HIGH
