sequence_index,anomaly_score,max_severity_score,max_severity_level,avg_severity_score,critical_count,high_count,medium_count,low_count,priority,risk_score,risk_level,log_count,log_levels,sample_messages
87379,1.6770706051275155,8,HIGH,0.6666666666666666,0,1,0,2,3,150.0,CRITICAL,15,"DEBUG, INFO, ERROR",==> Parameters: 1(String) | <==      Total: 0 | 🛰️ Accept-Language: en
87380,1.2489973439001743,8,HIGH,0.6666666666666666,0,1,0,2,4,130.93984063401047,CRITICAL,15,"DEBUG, INFO, ERROR",<==      Total: 0 | 🛰️ Accept-Language: en | ==> Parameters: 1(String)
87381,1.2489973439001743,8,HIGH,0.6666666666666666,0,1,0,2,5,130.93984063401047,CRITICAL,15,"DEBUG, INFO, ERROR",🛰️ Accept-Language: en | ==> Parameters: 1(String) | The total number of all instances in the client now is 7
87382,1.2489973439001743,8,HIGH,0.6,0,1,0,1,6,130.93984063401047,CRITICAL,15,"TRACE, DEBUG, INFO, ERROR",==> Parameters: 1(String) | The total number of all instances in the client now is 7 | Got delta update with apps hashcode UP_7_
87028,1.2489973439001743,1,LOW,0.4,0,0,0,6,55,81.93984063401045,CRITICAL,15,"DEBUG, INFO",==> Parameters: AM-02(String) | Committing JDBC Connection [HikariProxyConnection@828292173 wrapping org.postgresql.jdbc.PgConnection@4c394c04] | ==> Parameters:
87027,1.6770706051275155,1,LOW,0.3333333333333333,0,0,0,5,57,107.62423630765093,CRITICAL,15,"DEBUG, INFO",==> Parameters: AM-01(String) | ==> Parameters: AM-02(String) | Committing JDBC Connection [HikariProxyConnection@828292173 wrapping org.postgresql.jdbc.PgConnection@4c394c04]
87026,1.6770706051275155,1,LOW,0.26666666666666666,0,0,0,4,58,107.62423630765093,CRITICAL,15,"DEBUG, INFO",Committing JDBC Connection [HikariProxyConnection@1344874371 wrapping org.postgresql.jdbc.PgConnection@21bbeef7] | ==> Parameters: AM-01(String) | ==> Parameters: AM-02(String)
87025,1.6770706051275155,1,LOW,0.2,0,0,0,3,59,107.62423630765093,CRITICAL,15,"DEBUG, TRACE, INFO",binding parameter [1] as [TIMESTAMP] - [2025-07-04T13:56:56.961989513] | Committing JDBC Connection [HikariProxyConnection@1344874371 wrapping org.postgresql.jdbc.PgConnection@21bbeef7] | ==> Parameters: AM-01(String)
87024,1.6770706051275155,1,LOW,0.13333333333333333,0,0,0,2,60,107.62423630765093,CRITICAL,15,"TRACE, DEBUG, INFO",Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@3c0dc60e] | binding parameter [1] as [TIMESTAMP] - [2025-07-04T13:56:56.961989513] | Committing JDBC Connection [HikariProxyConnection@1344874371 wrapping org.postgresql.jdbc.PgConnection@21bbeef7]
87023,1.6770706051275155,1,LOW,0.06666666666666667,0,0,0,1,61,107.62423630765093,CRITICAL,15,"TRACE, DEBUG, INFO",DiscoveryClient_SMETA/develop-server:smeta:9009 - Heartbeat status: 200 | Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@3c0dc60e] | binding parameter [1] as [TIMESTAMP] - [2025-07-04T13:56:56.961989513]
91016,1.4405631517362387,1,LOW,0.06666666666666667,0,0,0,1,91,93.43378910417432,CRITICAL,15,"DEBUG, INFO","[channel=0xa4dd9102, /192.168.0.54:34110 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Stack contains: 1 commands | ==> Parameters: 5(String), null, null | JDBC Connection [HikariProxyConnection@895249794 wrapping org.postgresql.jdbc.PgConnection@1f58e22] will not be managed by Spring"
91018,1.4405631517362387,1,LOW,0.06666666666666667,0,0,0,1,100,93.43378910417432,CRITICAL,15,"DEBUG, INFO","JDBC Connection [HikariProxyConnection@895249794 wrapping org.postgresql.jdbc.PgConnection@1f58e22] will not be managed by Spring | [channel=0xa4dd9102, /192.168.0.54:34110 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | Committing JDBC Connection [HikariProxyConnection@2100847613 wrapping org.postgresql.jdbc.PgConnection@1ea85379]"
91017,1.4405631517362387,1,LOW,0.06666666666666667,0,0,0,1,109,93.43378910417432,CRITICAL,15,"DEBUG, INFO","==> Parameters: 5(String), null, null | JDBC Connection [HikariProxyConnection@895249794 wrapping org.postgresql.jdbc.PgConnection@1f58e22] will not be managed by Spring | [channel=0xa4dd9102, /192.168.0.54:34110 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command]"
90816,1.290095543235331,1,LOW,0.2,0,0,0,3,133,84.40573259411985,CRITICAL,15,"DEBUG, INFO","[channel=0x0b6f384b, /192.168.0.54:58514 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | Creating a new SqlSession | Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@66348728]"
54714,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,136,101.97684653459831,CRITICAL,15,"DEBUG, TRACE, INFO",extracted value ([col_1_0_] : [VARCHAR]) - [ROLE_MP_RADMIN] | extracted value ([col_3_0_] : [VARCHAR]) - [N] | extracted value ([col_3_0_] : [VARCHAR]) - [N]
54715,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,137,101.97684653459831,CRITICAL,15,"DEBUG, TRACE, INFO","extracted value ([col_3_0_] : [VARCHAR]) - [N] | extracted value ([col_3_0_] : [VARCHAR]) - [N] | [channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command]"
54716,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,138,101.97684653459831,CRITICAL,15,"DEBUG, TRACE, INFO","extracted value ([col_3_0_] : [VARCHAR]) - [N] | [channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Stack contains: 1 commands"
54717,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,139,101.97684653459831,CRITICAL,15,"TRACE, DEBUG, INFO","[channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0xf3fa6295, /192.168.0.54:57794 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Stack contains: 1 commands | extracted value ([col_2_0_] : [VARCHAR]) - [분양자원관리]"
54722,1.4343723957898105,1,LOW,0.13333333333333333,0,0,0,2,143,93.06234374738862,CRITICAL,15,"DEBUG, TRACE, INFO",extracted value ([col_2_0_] : [VARCHAR]) - [데이터백업관리] | doFilterInternal :::: NDc0YzNhYzYtYzljYS00NDYyLWExYWYtYmIxODU4YjI0OTgx // 474c3ac6-c9ca-4462-a1af-bb1858b24981 | extracted value ([col_2_0_] : [VARCHAR]) - [Y]
90815,1.290095543235331,1,LOW,0.2,0,0,0,3,144,84.40573259411985,CRITICAL,15,"DEBUG, INFO","[channel=0x0b6f384b, /192.168.0.54:58514 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Completing command AsyncCommand [type=GET, output=ValueOutput [output=[B@2503c2aa, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0x0b6f384b, /192.168.0.54:58514 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | Creating a new SqlSession"
54723,1.4343723957898105,1,LOW,0.13333333333333333,0,0,0,2,145,93.06234374738862,CRITICAL,15,"TRACE, DEBUG, INFO",doFilterInternal :::: NDc0YzNhYzYtYzljYS00NDYyLWExYWYtYmIxODU4YjI0OTgx // 474c3ac6-c9ca-4462-a1af-bb1858b24981 | extracted value ([col_2_0_] : [VARCHAR]) - [Y] | extracted value ([col_0_0_] : [VARCHAR]) - [MP_LINK_HIS]
54724,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,146,101.97684653459831,CRITICAL,15,"DEBUG, TRACE, INFO",extracted value ([col_2_0_] : [VARCHAR]) - [Y] | extracted value ([col_0_0_] : [VARCHAR]) - [MP_LINK_HIS] | extracted value ([col_2_0_] : [VARCHAR]) - [Y]
54725,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,147,101.97684653459831,CRITICAL,15,"DEBUG, TRACE, INFO",extracted value ([col_0_0_] : [VARCHAR]) - [MP_LINK_HIS] | extracted value ([col_2_0_] : [VARCHAR]) - [Y] | doFilterInternal :::: NDc0YzNhYzYtYzljYS00NDYyLWExYWYtYmIxODU4YjI0OTgx // 474c3ac6-c9ca-4462-a1af-bb1858b24981
54726,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,148,101.97684653459831,CRITICAL,15,"DEBUG, TRACE, INFO",extracted value ([col_2_0_] : [VARCHAR]) - [Y] | doFilterInternal :::: NDc0YzNhYzYtYzljYS00NDYyLWExYWYtYmIxODU4YjI0OTgx // 474c3ac6-c9ca-4462-a1af-bb1858b24981 | extracted value ([col_0_0_] : [VARCHAR]) - [MP_MSG]
54727,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,149,101.97684653459831,CRITICAL,15,"TRACE, DEBUG, INFO",doFilterInternal :::: NDc0YzNhYzYtYzljYS00NDYyLWExYWYtYmIxODU4YjI0OTgx // 474c3ac6-c9ca-4462-a1af-bb1858b24981 | extracted value ([col_0_0_] : [VARCHAR]) - [MP_MSG] | extracted value ([col_2_0_] : [VARCHAR]) - [연구과제관리]
90814,1.290095543235331,1,LOW,0.2,0,0,0,3,157,84.40573259411985,CRITICAL,15,"DEBUG, INFO","[channel=0x0b6f384b, /192.168.0.54:58514 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] write(ctx, AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command], promise) | [channel=0x0b6f384b, /192.168.0.54:58514 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Completing command AsyncCommand [type=GET, output=ValueOutput [output=[B@2503c2aa, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0x0b6f384b, /192.168.0.54:58514 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command]"
