type,time_window,log_count,mean,z_score,exception_type,count,percentage
frequency_anomaly,2025-06-27 17:20:00,67157.0,3007.8280938506364,7.915364319100122,,,
frequency_anomaly,2025-06-27 18:50:00,30369.0,3007.8280938506364,3.3760941474279345,,,
frequency_anomaly,2025-06-30 09:30:00,43512.0,3007.8280938506364,4.997808507172622,,,
frequency_anomaly,2025-06-30 10:10:00,88235.0,3007.8280938506364,10.516178081155857,,,
frequency_anomaly,2025-06-30 13:20:00,42473.0,3007.8280938506364,4.869606329604736,,,
frequency_anomaly,2025-06-30 16:30:00,118190.0,3007.8280938506364,14.212324596118354,,,
frequency_anomaly,2025-06-30 16:40:00,84874.0,3007.8280938506364,10.101464396068593,,,
frequency_anomaly,2025-06-30 17:00:00,238625.0,3007.8280938506364,29.07279548677128,,,
frequency_anomaly,2025-06-30 17:10:00,132541.0,3007.8280938506364,15.983094038155636,,,
frequency_anomaly,2025-06-30 17:20:00,72614.0,3007.8280938506364,8.588703378761291,,,
frequency_anomaly,2025-06-30 17:30:00,97704.0,3007.8280938506364,11.684557695583495,,,
frequency_anomaly,2025-06-30 17:40:00,69481.0,3007.8280938506364,8.202122606557069,,,
frequency_anomaly,2025-06-30 18:30:00,28432.0,3007.8280938506364,3.1370877778908834,,,
frequency_anomaly,2025-06-30 18:40:00,93553.0,3007.8280938506364,11.172365935155876,,,
frequency_anomaly,2025-06-30 18:50:00,94817.0,3007.8280938506364,11.328330855700445,,,
frequency_anomaly,2025-06-30 19:00:00,82088.0,3007.8280938506364,9.757699943032856,,,
frequency_anomaly,2025-07-01 09:10:00,58422.0,3007.8280938506364,6.837552941760865,,,
frequency_anomaly,2025-07-01 09:30:00,48017.0,3007.8280938506364,5.553680316550223,,,
frequency_anomaly,2025-07-01 10:10:00,101088.0,3007.8280938506364,12.102109349952817,,,
frequency_anomaly,2025-07-01 11:30:00,32435.0,3007.8280938506364,3.631017822938284,,,
frequency_anomaly,2025-07-01 14:40:00,56698.0,3007.8280938506364,6.624828635575075,,,
frequency_anomaly,2025-07-01 15:00:00,42614.0,3007.8280938506364,4.887004315203457,,,
frequency_anomaly,2025-07-01 15:10:00,39635.0,3007.8280938506364,4.519425598192164,,,
frequency_anomaly,2025-07-01 15:20:00,42784.0,3007.8280938506364,4.907980609896952,,,
