sequence_index,anomaly_score,max_severity_score,max_severity_level,avg_severity_score,critical_count,high_count,medium_count,low_count,priority,risk_score,risk_level
91027,1.1177503022547166,1,LOW,0.06666666666666667,0,0,0,1,128,60.887515112735834,HIGH
81741,1.5134651609622658,1,LOW,0.06666666666666667,0,0,0,1,129,80.6732580481133,CRITICAL
91025,1.1177503022547166,1,LOW,0.06666666666666667,0,0,0,1,130,60.887515112735834,HIGH
90865,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,131,64.67972711940635,HIGH
90817,1.290095543235331,1,LOW,0.26666666666666666,0,0,0,4,132,69.50477716176654,HIGH
90816,1.290095543235331,1,LOW,0.2,0,0,0,3,133,69.50477716176654,HIGH
54721,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,134,84.14737211216526,CRITICAL
87496,1.020014031402801,1,LOW,0.06666666666666667,0,0,0,1,135,56.00070157014005,MEDIUM
54714,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,136,84.14737211216526,CRITICAL
54715,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,137,84.14737211216526,CRITICAL
54716,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,138,84.14737211216526,CRITICAL
54717,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,139,84.14737211216526,CRITICAL
54718,1.7315224886968004,1,LOW,0.13333333333333333,0,0,0,2,140,91.57612443484001,CRITICAL
54719,1.7315224886968004,1,LOW,0.13333333333333333,0,0,0,2,141,91.57612443484001,CRITICAL
54720,1.5829474422433052,1,LOW,0.13333333333333333,0,0,0,2,142,84.14737211216526,CRITICAL
54722,1.4343723957898105,1,LOW,0.13333333333333333,0,0,0,2,143,76.71861978949052,HIGH
90815,1.290095543235331,1,LOW,0.2,0,0,0,3,144,69.50477716176654,HIGH
54723,1.4343723957898105,1,LOW,0.13333333333333333,0,0,0,2,145,76.71861978949052,HIGH
54724,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,146,84.14737211216526,CRITICAL
54725,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,147,84.14737211216526,CRITICAL
54726,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,148,84.14737211216526,CRITICAL
54727,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,149,84.14737211216526,CRITICAL
87459,1.083987170140149,1,LOW,0.06666666666666667,0,0,0,1,150,59.199358507007446,MEDIUM
87458,1.0626627905610329,1,LOW,0.06666666666666667,0,0,0,1,151,58.13313952805164,MEDIUM
87456,1.041338410981917,1,LOW,0.06666666666666667,0,0,0,1,152,57.066920549095855,MEDIUM
87498,1.1097187962055093,1,LOW,0.06666666666666667,0,0,0,1,153,60.48593981027546,HIGH
87499,1.2420723201664499,1,LOW,0.06666666666666667,0,0,0,1,154,67.10361600832249,HIGH
87500,1.263396699745566,1,LOW,0.06666666666666667,0,0,0,1,155,68.16983498727829,HIGH
87501,1.1523675553637414,1,LOW,0.06666666666666667,0,0,0,1,156,62.61837776818707,HIGH
90814,1.290095543235331,1,LOW,0.2,0,0,0,3,157,69.50477716176654,HIGH
90813,1.290095543235331,1,LOW,0.2,0,0,0,3,158,69.50477716176654,HIGH
90808,1.208457751723375,1,LOW,0.2,0,0,0,3,159,65.42288758616874,HIGH
90807,1.208457751723375,1,LOW,0.2,0,0,0,3,160,65.42288758616874,HIGH
90806,1.5922944810182056,1,LOW,0.13333333333333333,0,0,0,2,161,84.61472405091028,CRITICAL
90805,1.5922944810182056,1,LOW,0.06666666666666667,0,0,0,1,162,84.61472405091028,CRITICAL
90804,1.208457751723375,1,LOW,0.06666666666666667,0,0,0,1,163,65.42288758616874,HIGH
90803,1.1268199602114188,1,LOW,0.06666666666666667,0,0,0,1,164,61.34099801057094,HIGH
68145,1.0291465440853498,1,LOW,0.06666666666666667,0,0,0,1,165,56.457327204267486,MEDIUM
68144,1.0291465440853498,1,LOW,0.06666666666666667,0,0,0,1,166,56.457327204267486,MEDIUM
68143,1.1401756884671743,1,LOW,0.06666666666666667,0,0,0,1,167,62.00878442335872,HIGH
54709,1.4343723957898105,1,LOW,0.06666666666666667,0,0,0,1,168,76.71861978949052,HIGH
54710,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,169,84.14737211216526,CRITICAL
54711,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,170,84.14737211216526,CRITICAL
54712,1.5829474422433052,1,LOW,0.06666666666666667,0,0,0,1,171,84.14737211216526,CRITICAL
54713,1.4343723957898105,1,LOW,0.13333333333333333,0,0,0,2,172,76.71861978949052,HIGH
87502,1.263396699745566,1,LOW,0.06666666666666667,0,0,0,1,173,68.16983498727829,HIGH
87019,2.0417800964669612,1,LOW,0.06666666666666667,0,0,0,1,174,107.08900482334806,CRITICAL
87018,1.808896362123044,1,LOW,0.13333333333333333,0,0,0,2,175,95.4448181061522,CRITICAL
87017,1.808896362123044,1,LOW,0.13333333333333333,0,0,0,2,176,95.4448181061522,CRITICAL
85381,1.6216678036154681,1,LOW,0.06666666666666667,0,0,0,1,177,86.0833901807734,CRITICAL
64385,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,178,55.80568047781286,MEDIUM
64384,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,179,55.80568047781286,MEDIUM
64383,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,180,55.80568047781286,MEDIUM
61920,1.208457751723375,1,LOW,0.13333333333333333,0,0,0,2,181,65.42288758616874,HIGH
61919,1.208457751723375,1,LOW,0.13333333333333333,0,0,0,2,182,65.42288758616874,HIGH
61918,1.208457751723375,1,LOW,0.13333333333333333,0,0,0,2,183,65.42288758616874,HIGH
85383,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,184,55.80568047781286,MEDIUM
85382,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,185,55.80568047781286,MEDIUM
85380,1.6216678036154681,1,LOW,0.06666666666666667,0,0,0,1,186,86.0833901807734,CRITICAL
64387,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,187,55.80568047781286,MEDIUM
85379,1.6216678036154681,1,LOW,0.06666666666666667,0,0,0,1,188,86.0833901807734,CRITICAL
85378,1.6216678036154681,1,LOW,0.06666666666666667,0,0,0,1,189,86.0833901807734,CRITICAL
85377,1.6216678036154681,1,LOW,0.06666666666666667,0,0,0,1,190,86.0833901807734,CRITICAL
85376,1.6216678036154681,1,LOW,0.06666666666666667,0,0,0,1,191,86.0833901807734,CRITICAL
85375,1.6216678036154681,1,LOW,0.06666666666666667,0,0,0,1,192,86.0833901807734,CRITICAL
85374,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,193,64.67972711940635,HIGH
85373,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,194,64.67972711940635,HIGH
85372,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,195,64.67972711940635,HIGH
64386,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,196,55.80568047781286,MEDIUM
85434,1.1681024703100749,1,LOW,0.2,0,0,0,3,197,63.405123515503746,HIGH
86324,1.5922944810182056,1,LOW,0.13333333333333333,0,0,0,2,198,84.61472405091028,CRITICAL
85445,1.1681024703100749,1,LOW,0.13333333333333333,0,0,0,2,199,63.405123515503746,HIGH
86322,1.5106566895062494,1,LOW,0.2,0,0,0,3,200,80.53283447531247,CRITICAL
86321,1.1268199602114188,1,LOW,0.2,0,0,0,3,201,61.34099801057094,HIGH
86320,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,202,61.34099801057094,HIGH
86319,1.1801304514930424,1,LOW,0.06666666666666667,0,0,0,1,203,64.00652257465212,HIGH
86318,1.1801304514930424,1,LOW,0.13333333333333333,0,0,0,2,204,64.00652257465212,HIGH
86305,1.09863629215234,1,LOW,0.13333333333333333,0,0,0,2,205,59.931814607617,MEDIUM
85452,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,206,61.34099801057094,HIGH
85451,1.1268199602114188,1,LOW,0.2,0,0,0,3,207,61.34099801057094,HIGH
85444,1.1681024703100749,1,LOW,0.13333333333333333,0,0,0,2,208,63.405123515503746,HIGH
85435,1.1681024703100749,1,LOW,0.2,0,0,0,3,209,63.405123515503746,HIGH
85443,1.1681024703100749,1,LOW,0.13333333333333333,0,0,0,2,210,63.405123515503746,HIGH
85442,1.3717333347472866,1,LOW,0.13333333333333333,0,0,0,2,211,73.58666673736434,HIGH
85441,1.3717333347472866,1,LOW,0.13333333333333333,0,0,0,2,212,73.58666673736434,HIGH
85440,1.1681024703100749,1,LOW,0.2,0,0,0,3,213,63.405123515503746,HIGH
85439,1.1681024703100749,1,LOW,0.2,0,0,0,3,214,63.405123515503746,HIGH
85438,1.1681024703100749,1,LOW,0.2,0,0,0,3,215,63.405123515503746,HIGH
85437,1.1681024703100749,1,LOW,0.26666666666666666,0,0,0,4,216,63.405123515503746,HIGH
85436,1.1681024703100749,1,LOW,0.2,0,0,0,3,217,63.405123515503746,HIGH
85371,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,218,64.67972711940635,HIGH
85369,1.1935945423881271,1,LOW,0.06666666666666667,0,0,0,1,219,64.67972711940635,HIGH
84360,1.09863629215234,1,LOW,0.13333333333333333,0,0,0,2,220,59.931814607617,MEDIUM
61057,1.040165530470754,1,LOW,0.06666666666666667,0,0,0,1,221,57.0082765235377,MEDIUM
84326,1.2120185848073353,1,LOW,0.06666666666666667,0,0,0,1,222,65.60092924036675,HIGH
61096,1.1734597247393261,1,LOW,0.06666666666666667,0,0,0,1,223,63.67298623696631,HIGH
61095,1.1734597247393261,1,LOW,0.06666666666666667,0,0,0,1,224,63.67298623696631,HIGH
61094,1.3878910701767868,1,LOW,0.06666666666666667,0,0,0,1,225,74.39455350883934,HIGH
61093,1.1734597247393261,1,LOW,0.06666666666666667,0,0,0,1,226,63.67298623696631,HIGH
61092,1.1734597247393261,1,LOW,0.06666666666666667,0,0,0,1,227,63.67298623696631,HIGH
61091,1.1734597247393261,1,LOW,0.13333333333333333,0,0,0,2,228,63.67298623696631,HIGH
61066,1.040165530470754,1,LOW,0.06666666666666667,0,0,0,1,229,57.0082765235377,MEDIUM
61056,1.040165530470754,1,LOW,0.06666666666666667,0,0,0,1,230,57.0082765235377,MEDIUM
84359,1.09863629215234,1,LOW,0.13333333333333333,0,0,0,2,231,59.931814607617,MEDIUM
29992,1.0604154867797706,1,LOW,0.06666666666666667,0,0,0,1,232,58.02077433898853,MEDIUM
29993,1.1736779053253945,1,LOW,0.06666666666666667,0,0,0,1,233,63.68389526626972,HIGH
29994,1.2869403238710182,1,LOW,0.06666666666666667,0,0,0,1,234,69.34701619355091,HIGH
29995,1.4002027424166419,1,LOW,0.06666666666666667,0,0,0,1,235,75.0101371208321,HIGH
29996,1.5134651609622658,1,LOW,0.06666666666666667,0,0,0,1,236,80.6732580481133,CRITICAL
81737,1.0604154867797706,1,LOW,0.06666666666666667,0,0,0,1,237,58.02077433898853,MEDIUM
81738,1.1736779053253945,1,LOW,0.06666666666666667,0,0,0,1,238,63.68389526626972,HIGH
81739,1.2869403238710182,1,LOW,0.06666666666666667,0,0,0,1,239,69.34701619355091,HIGH
84327,1.6220660771197897,1,LOW,0.06666666666666667,0,0,0,1,240,86.10330385598948,CRITICAL
84328,1.2120185848073353,1,LOW,0.13333333333333333,0,0,0,2,241,65.60092924036675,HIGH
84339,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,242,61.34099801057094,HIGH
84340,1.5106566895062494,1,LOW,0.13333333333333333,0,0,0,2,243,80.53283447531247,CRITICAL
84358,1.09863629215234,1,LOW,0.13333333333333333,0,0,0,2,244,59.931814607617,MEDIUM
84357,1.09863629215234,1,LOW,0.13333333333333333,0,0,0,2,245,59.931814607617,MEDIUM
84356,1.09863629215234,1,LOW,0.13333333333333333,0,0,0,2,246,59.931814607617,MEDIUM
84355,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,247,59.931814607617,MEDIUM
84354,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,248,59.931814607617,MEDIUM
84353,1.233440942774666,1,LOW,0.06666666666666667,0,0,0,1,249,66.67204713873329,HIGH
84352,1.233440942774666,1,LOW,0.06666666666666667,0,0,0,1,250,66.67204713873329,HIGH
84351,1.6172776720694966,1,LOW,0.06666666666666667,0,0,0,1,251,85.86388360347483,CRITICAL
84350,1.6172776720694966,1,LOW,0.06666666666666667,0,0,0,1,252,85.86388360347483,CRITICAL
84349,1.6172776720694966,1,LOW,0.06666666666666667,0,0,0,1,253,85.86388360347483,CRITICAL
84348,1.5639671807878732,1,LOW,0.06666666666666667,0,0,0,1,254,83.19835903939367,CRITICAL
61819,1.1268199602114188,1,LOW,0.06666666666666667,0,0,0,1,255,61.34099801057094,HIGH
61818,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,256,61.34099801057094,HIGH
61817,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,257,61.34099801057094,HIGH
61816,1.1268199602114188,1,LOW,0.13333333333333333,0,0,0,2,258,61.34099801057094,HIGH
84342,1.89449341880108,1,LOW,0.06666666666666667,0,0,0,1,259,99.724670940054,CRITICAL
84341,1.5106566895062494,1,LOW,0.06666666666666667,0,0,0,1,260,80.53283447531247,CRITICAL
86323,1.5106566895062494,1,LOW,0.13333333333333333,0,0,0,2,261,80.53283447531247,CRITICAL
86325,1.2617682430049986,1,LOW,0.13333333333333333,0,0,0,2,262,68.08841215024992,HIGH
87016,1.808896362123044,1,LOW,0.13333333333333333,0,0,0,2,263,95.4448181061522,CRITICAL
86934,1.190587042983455,1,LOW,0.2,0,0,0,3,264,64.52935214917275,HIGH
64391,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,265,55.80568047781286,MEDIUM
86947,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,266,55.80568047781286,MEDIUM
86946,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,267,55.80568047781286,MEDIUM
86939,1.190587042983455,1,LOW,0.2,0,0,0,3,268,64.52935214917275,HIGH
86938,1.190587042983455,1,LOW,0.2,0,0,0,3,269,64.52935214917275,HIGH
86937,1.190587042983455,1,LOW,0.2,0,0,0,3,270,64.52935214917275,HIGH
86936,1.190587042983455,1,LOW,0.2,0,0,0,3,271,64.52935214917275,HIGH
86935,1.593595175212404,1,LOW,0.2,0,0,0,3,272,84.6797587606202,CRITICAL
86924,1.1681024703100749,1,LOW,0.13333333333333333,0,0,0,2,273,63.405123515503746,HIGH
86950,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,274,55.80568047781286,MEDIUM
86923,1.1681024703100749,1,LOW,0.13333333333333333,0,0,0,2,275,63.405123515503746,HIGH
